Orientation,NAME,ID,LAT,LONG
East,09RMID,30,51.417091,-0.355651
East,09RMID,31,51.414722,-0.355462
East,09RMID,32,51.412476,-0.355441
East,09RMID,33,51.410229,-0.355571
East,09RMID,34,51.407871,-0.355945
East,09RMID,35,51.405640,-0.356469
East,09RMID,36,51.403530,-0.357080
East,09RMID,37,51.401768,-0.357713
East,09RMID,38,51.399586,-0.358622
East,09RMID,39,51.397423,-0.359641
East,09RMID,40,51.395283,-0.360752
East,09RMID,41,51.392944,-0.362091
East,09RMID,42,51.390846,-0.363432
East,09RMID,43,51.388996,-0.364907
East,09RMID,44,51.387646,-0.365975
East,09RMID,45,51.278652,-0.451147
West,27RSAM,1,51.477612,-0.470121
West,27RSAM,2,51.477249,-0.517439
West,27RSAM,3,51.477158,-0.521099
West,27RSAM,4,51.477043,-0.524016
West,27RSAM,5,51.476883,-0.526896
West,27RSAM,6,51.476711,-0.529250
West,27RSAM,7,51.476486,-0.531951
West,27RSAM,8,51.476231,-0.534665
West,27RSAM,9,51.476006,-0.536624
West,27RSAM,10,51.468552,-0.584254
West,27RSAM,11,51.458405,-0.647987
West,27RSAM,12,51.457726,-0.652284
West,27RSAM,13,51.457211,-0.656057
West,27RSAM,14,51.456810,-0.659610
West,27RSAM,15,51.456474,-0.663816
West,27RSAM,16,51.456184,-0.667342
West,27RSAM,17,51.456013,-0.669708
West,27RSAM,18,51.455837,-0.672231
West,27RSAM,19,51.455719,-0.675917
West,27RSAM,20,51.455574,-0.679721
West,27RSAM,21,51.455444,-0.683392
West,27RSAM,22,51.455311,-0.687360
West,27RSAM,23,51.455154,-0.691505
West,27RSAM,24,51.453796,-0.804702
West,27RSAM,25,51.453671,-0.807929
West,27RSAM,26,51.453442,-0.811218
West,27RSAM,27,51.453068,-0.814575
West,27RSAM,28,51.452446,-0.818652
West,27RSAM,29,51.451866,-0.821665
West,27RSAM,30,51.451145,-0.824943
West,27RSAM,31,51.450413,-0.827783
West,27RSAM,32,51.449642,-0.829993
West,27RSAM,33,51.449036,-0.831828
West,27RSAM,34,51.448090,-0.834189
West,27RSAM,35,51.446712,-0.837016
West,27RSAM,36,51.445404,-0.839098
West,27RMID,1,51.477612,-0.470121
West,27RMID,2,51.477249,-0.517439
West,27RMID,3,51.477177,-0.520637
West,27RMID,4,51.477051,-0.523473
West,27RMID,5,51.476933,-0.526182
West,27RMID,6,51.476780,-0.528355
West,27RMID,7,51.476582,-0.530812
West,27RMID,8,51.476425,-0.532668
West,27RMID,9,51.476135,-0.535454
West,27RMID,10,51.475796,-0.538407
West,27RMID,11,51.468563,-0.584268
West,27RMID,12,51.467876,-0.588917
West,27RMID,13,51.467171,-0.593182
West,27RMID,14,51.466480,-0.596747
West,27RMID,15,51.465572,-0.599763
West,27RMID,16,51.464668,-0.602404
West,27RMID,17,51.463615,-0.604934
West,27RMID,18,51.462376,-0.607793
West,27RMID,19,51.461273,-0.610188
West,27RMID,20,51.459751,-0.613072
West,27RMID,21,51.458290,-0.615246
West,27RMID,22,51.456760,-0.617478
West,27RMID,23,51.455116,-0.619636
West,27RMID,24,51.453362,-0.621415
West,27RMID,25,51.451542,-0.623027
West,27RMID,26,51.449638,-0.624415
West,27RMID,27,51.447681,-0.625554
West,27RMID,28,51.445667,-0.626459
West,27RMID,29,51.443607,-0.627084
West,27RMID,30,51.441532,-0.627474
West,27RMID,31,51.439468,-0.627607
West,27RMID,32,51.437370,-0.627448
West,27RMID,33,51.435299,-0.627052
West,27RMID,34,51.433239,-0.626385
West,27RMID,35,51.327808,-0.571668
West,27LWOB,1,51.464909,-0.470121
West,27LWOB,2,51.464756,-0.505391
West,27LWOB,3,51.464863,-0.507721
West,27LWOB,4,51.465099,-0.509771
West,27LWOB,5,51.465408,-0.511344
West,27LWOB,6,51.465752,-0.512902
West,27LWOB,7,51.466110,-0.514446
West,27LWOB,8,51.466560,-0.516331
West,27LWOB,9,51.486439,-0.577083
West,27LWOB,10,51.508892,-0.645875
West,27LWOB,11,51.510506,-0.649366
West,27LWOB,12,51.512020,-0.651989
West,27LWOB,13,51.513706,-0.654624
West,27LWOB,14,51.515469,-0.657089
West,27LWOB,15,51.517303,-0.659406
West,27LWOB,16,51.518921,-0.661234
West,27LWOB,17,51.520206,-0.662561
West,27LWOB,18,51.521732,-0.664080
West,27LWOB,19,51.523354,-0.665693
West,27LWOB,20,51.525505,-0.667528
West,27LWOB,21,51.527607,-0.668917
West,27LWOB,22,51.529766,-0.670071
West,27LWOB,23,51.531944,-0.671107
West,27LWOB,24,51.534142,-0.672092
West,27LWOB,25,51.536182,-0.672944
West,27LWOB,26,51.538177,-0.673687
West,27LWOB,27,51.540413,-0.674387
West,27LWOB,28,51.542645,-0.675050
West,27LWOB,29,51.544876,-0.675721
West,27LWOB,30,51.547112,-0.676384
West,27LWOB,31,51.550083,-0.677192
West,27LWOB,32,51.553757,-0.677994
West,27LWOB,33,51.557846,-0.678798
West,27LWOB,34,51.583576,-0.682236
West,27LBPK,1,51.464909,-0.470121
West,27LBPK,2,51.464756,-0.505390
West,27LBPK,3,51.464882,-0.507907
West,27LBPK,4,51.465195,-0.510301
West,27LBPK,5,51.465755,-0.512905
West,27LBPK,6,51.466557,-0.516330
West,27LBPK,7,51.486439,-0.577089
West,27LBPK,8,51.500092,-0.619101
West,27LBPK,9,51.501270,-0.621769
West,27LBPK,10,51.502800,-0.624983
West,27LBPK,11,51.504147,-0.627661
West,27LBPK,12,51.505550,-0.630284
West,27LBPK,13,51.507008,-0.632834
West,27LBPK,14,51.508713,-0.635306
West,27LBPK,15,51.510571,-0.637450
West,27LBPK,16,51.512226,-0.639040
West,27LBPK,17,51.513916,-0.640526
West,27LBPK,18,51.515434,-0.641728
West,27LBPK,19,51.517090,-0.642929
West,27LBPK,20,51.518661,-0.643943
West,27LBPK,21,51.520679,-0.645136
West,27LBPK,22,51.522846,-0.646202
West,27LBPK,23,51.524822,-0.646979
West,27LBPK,24,51.527271,-0.647710
West,27LBPK,25,51.528744,-0.648057
West,27LBPK,26,51.530972,-0.648463
West,27LBPK,27,51.533104,-0.648717
West,27LBPK,28,51.535252,-0.648889
West,27LBPK,29,51.536945,-0.648942
West,27LBPK,30,51.538185,-0.648927
West,27LBPK,31,51.540321,-0.648806
West,27LBPK,32,51.541897,-0.648644
West,27LBPK,33,51.543472,-0.648394
West,27LBPK,34,51.545712,-0.647931
West,27LBPK,35,51.547943,-0.647327
West,27LBPK,36,51.549393,-0.646835
West,27LBPK,37,51.550724,-0.646315
West,27LBPK,38,51.553024,-0.645214
West,27LBPK,39,51.555050,-0.644007
West,27LBPK,40,51.557121,-0.642523
West,27LBPK,41,51.558857,-0.641203
West,27LBPK,42,51.561077,-0.639408
West,27LBPK,43,51.563103,-0.637620
West,27LBPK,44,51.564995,-0.635769
West,27LBPK,45,51.567078,-0.633585
West,27LBPK,46,51.568748,-0.631685
West,27LBPK,47,51.570419,-0.629531
West,27LBPK,48,51.572544,-0.626508
West,27LBPK,49,51.574070,-0.624081
West,27LBPK,50,51.575909,-0.620918
East,09LSAM,1,51.477627,-0.452000
East,09LSAM,2,51.477482,-0.429575
East,09LSAM,3,51.477291,-0.427205
East,09LSAM,4,51.476959,-0.424609
East,09LSAM,5,51.476505,-0.422200
East,09LSAM,6,51.475803,-0.419984
East,09LSAM,7,51.475052,-0.418395
East,09LSAM,8,51.474308,-0.417299
East,09LSAM,9,51.473690,-0.416502
East,09LSAM,10,51.467316,-0.405386
East,09LSAM,11,51.460892,-0.394294
East,09LSAM,12,51.451347,-0.377580
East,09LSAM,13,51.439720,-0.356725
East,09LSAM,14,51.434044,-0.345316
East,09LSAM,15,51.431866,-0.341848
East,09LSAM,16,51.429962,-0.339364
East,09LSAM,17,51.427872,-0.336990
East,09LSAM,18,51.425541,-0.334699
East,09LSAM,19,51.423637,-0.333046
East,09LSAM,20,51.421608,-0.331533
East,09LSAM,21,51.419785,-0.330352
East,09LSAM,22,51.417957,-0.329352
East,09LSAM,23,51.416103,-0.328502
East,09LSAM,24,51.413830,-0.327545
East,09LSAM,25,51.411827,-0.326846
East,09LSAM,26,51.409740,-0.326270
East,09LSAM,27,51.407234,-0.325935
East,09LSAM,28,51.404846,-0.325842
East,09LSAM,29,51.402325,-0.326015
East,09LSAM,30,51.399578,-0.326410
East,09LSAM,31,51.397114,-0.326982
East,09LSAM,32,51.394875,-0.327686
East,09LSAM,33,51.392548,-0.328637
East,09LSAM,34,51.390099,-0.329855
East,09LSAM,35,51.388435,-0.330920
East,09LSAM,36,51.387131,-0.331853
East,09LSAM,37,51.385723,-0.332970
East,09LSAM,38,51.384327,-0.334185
East,09LSAM,39,51.382900,-0.335610
East,09LSAM,40,51.381004,-0.338068
East,09LSAM,41,51.378826,-0.341089
East,09LSAM,42,51.328274,-0.413696
East,09LSAM,43,51.325905,-0.417348
East,09LSAM,44,51.323746,-0.420917
East,09LSAM,45,51.321526,-0.424805
East,09LSAM,46,51.319450,-0.428641
East,09LSAM,47,51.317532,-0.432372
East,09LSAM,48,51.315624,-0.436290
East,09LSAM,49,51.313847,-0.440171
East,09LSAM,50,51.312363,-0.443566
East,09LSAM,51,51.310394,-0.448400
East,09LMID,1,51.477627,-0.452000
East,09LMID,2,51.477482,-0.429574
East,09LMID,3,51.477291,-0.427135
East,09LMID,4,51.476978,-0.424653
East,09LMID,5,51.476528,-0.422366
East,09LMID,6,51.475868,-0.420149
East,09LMID,7,51.474911,-0.418154
East,09LMID,8,51.467472,-0.408093
East,09LMID,9,51.460732,-0.398964
East,09LMID,10,51.453991,-0.389835
East,09LMID,11,51.450890,-0.383467
East,09LMID,12,51.446644,-0.376533
East,09LMID,13,51.443043,-0.371689
East,09LMID,14,51.439945,-0.368029
East,09LMID,15,51.436256,-0.364446
East,09LMID,16,51.432697,-0.361678
East,09LMID,17,51.429462,-0.359674
East,09LMID,18,51.425854,-0.358005
East,09LMID,19,51.422226,-0.356718
East,09LMID,20,51.418674,-0.355852
East,09LMID,21,51.414886,-0.355443
East,09LMID,22,51.411049,-0.355475
East,09LMID,23,51.407227,-0.356062
East,09LMID,24,51.402939,-0.357270
East,09LMID,25,51.397102,-0.359786
East,09LMID,26,51.390835,-0.363443
East,09LMID,27,51.343269,-0.400645
East,09LMID,28,51.285130,-0.445982
